age,gender,condition,rating,review_long,review_short
[' 65-74 |  '],[' Female |  '],[' Condition: Seasonal Runny Nose '],[' Overall rating 5.0 '],[],"['Because it is expensive, I only take this instead of Zyrtec when tree allergies are bad and it gives more relief.']"
[' 25-34 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 2.0 '],[],"[""I've taken it all.. Allegra, zyrtec, and claritin. Zyrtec and Allegra work much better for me than this drug. Barely works better than taking nothing at all.""]"
[' 65-74 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],"['Allergies ,I get viral infections often and ends with  body itching , usually in bedtime this med. helps me a lot,of course it makes me drowsy ,I take in the night  before I go to bed , I trust this medication, it helps me a lot !']"
[' 13-18 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 5.0 '],[],"[""I tried taking Zertec, Claritin, anything to help with my allergies, nothing would work. My doctor put me on this and it's the only thing that has worked so far for me. ""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],[]
[' 19-24 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 4.0 '],[],"['Suffer from seasonal allergies and was told to take this at bedtime cause it makes you sleepy(which doesnt for me) still have allergies every now and then (only take 5mg)..also tried Zyrtec,Allegra,clartin and doesnt work so I guess I can work with this ']"
[' 19-24 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 4.3 '],[],"['I take it at night because it makes me drowsy, but overall this prescription helps with my pet allergies as well as seasonal allergies.']"
[' 25-34 |  '],[' Female |  '],[' Condition: Hives '],[' Overall rating 4.7 '],[],"[""This medication certainly kept my hives under control.  Unfortunately, it gave me muscle soreness in my neck.  Had I not have this issue, I would've kept taking the meds.""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 3.7 '],[],[]
[' 25-34 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],[]
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],[' I have had migraines for 13 years .  Since I have been taking this medication I have not had a single migraine.  I take half of  a  5mg tablet and I take it at night time because it does make you tired.  ']
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],"['Rescued 2 kittens...long hair. Have been allergic since. I have had allergy problems my whole life and have never taken anything as effective. Only problem is getting my MD to give me refills. Went back yesterday since I had run out and gotten sick again, but a new MD gave me Atarax which you take during day. Probably will not take as I am already so drowsy.']"
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.0 '],[],"['I took it for the first time for itchy, runny eyes and itchy throat and ears, but it made me very dizzy throughtout the night and in the morning. It definitely worked for all my symptoms.']"
[' 45-54 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 4.0 '],[],['my only complaint is  that it has made me gain over ten pounds making me feeling quite anxious an upset I exercise watch what I eat stopped drinking diet pop  do you think this medicine is causing this  also my sugar levels are 20 lbs higher and my liver enzymes were high anxious ']
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 1.0 '],[],"['I had a severe reaction requiring emergency admittance to the hospital for 5 days of figuring it out, then treatment. I was diagnosed with ITP. My body was destroying its own platelets after being triggered to fight off this drug in my system. I am normally a very healthy, physically fit person. Please take this medication with extreme caution. ']"
[' 65-74 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 2.7 '],[],['I take it in evening and yet all night long my nose is stuffy and I sneeze a lot with clear post nasal dripping causing me to constantly blow my nose and  lose sleep all night long.  Have been on it for 4 days now. Not sure when it should take total affect.   ']
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 1.0 '],[],"['did nothing for allergic rhinitis, caused blurred and tunnel vision! ']"
[' 65-74 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 1.0 '],[],"['I had the flu and bronchitis, my doctor prescribed this, I thought it was an antibiotic. The second day I had a severe allergic reaction, difficult breathing, thatching, rashes, flushing, and, I had to drive home, very scary. Now I find out this drug is for allergies. I probably should not have been prescribed this drug.']"
[' 65-74 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 3.3 '],[],"[""It works for my itch ,but I get severe throat irritation like sore throat got a taste in my mouth , is awful the sense in my mouth ,I discontinue it ....my insurance don't pay for  Xyzal that really helps me .I am not taking not more this pill!""]"
[' 65-74 |  '],[' Male |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 5.0 '],[],['Within a week I noticed a huge decline in my runny nose and sneezing.  I had relief.']
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.7 '],[],"['I have been using this med . for itch ,but immediately I take it my tonsils get swelling  , get sore throat ,it is  not good ,but the itch  cease immediately .']"
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 3.7 '],[],['     I just cannot stay awake for the life of me. I want to sleep all the time. Is it better to take this drug in the am or the pm ???  ']
[' 55-64 |  '],['  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 2.7 '],[],[]
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],"['I have been taking this for about three weeks. At first it made me very drowsy but now it does not. This drug allowed my sinuses to clear after a year of dizziness. It is a miracle drug. Hate to say it butthanks, big pharma.']"
[' 45-54 |  '],[' Female |  '],[' Condition: Hives '],[' Overall rating 4.3 '],[],"['have gained 6 pnds, other than that the hives are under control']"
[' 55-64 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 2.3 '],[],"['Took this for 5 days and stopped.  Stomach cramps, pain. Took 3-4 weeks to get it out of my system. Extreme fatigue. Extreme weight loss.']"
[' 35-44 |  '],[' Male |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 5.0 '],[],['I feeling well and good after taking such medicine']
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 2.7 '],[],['active ingredient  ']
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],"[""Levocetirizine has been a great help with my Allergies. I have allergies all year round. Found out I am highly allergic to Mold and mold is everywhere you go. I am constantly tired though and have just read that Allergic Rhinitis causes that. I always look tired too. I can't stand that part. However, I can breathe and am totally off the nose drop addiction. This drug works for me and I have suffered all year for about 5 years. OTC meds never helped me.""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],"['I am very satisfied with this medication, i have no running nose,no allegic reaction, even in the middle of the renovation of my kitchen.']"
[' 55-64 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 1.0 '],[],['I developed severe sleep disturbances where I began loudly talking in my sleep and thrashed around in bed.  My spouse left our bedroom after the 3rd night in order to get some rest.']
[' 35-44 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.3 '],"['I started taking this medication three weeks ago and had some relief although not as much as I had desired.  Spoke with my doctor who increased the dosage to twice a day and after a week I am starting to see more results.  The side effect I notice the most is the drowsiness.  I just make sure to take the medication after I arrive at work as to not complicate my morning commute.  The dry mouth for me is just starting in the last day or so but is not overwhelming and we all need to drink more wate', 'r anyway, right? All in all one of the best allergy medications I have used, I believe the increased dosing is actually mostly because of extremely poor air quality in my location right now.']",[]
[' Female |  '],[' Patient '],[' Condition: Hives '],[' Overall rating 5.0 '],[],"['The best medication I have found to treat hives.  I began taking 10mg daily, then 5, then 5 every day, and now as needed.  I have almost complete control over a very bad condition.']"
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 4.0 '],[],['I have several allergies and the medication seems to help. Its not beacause of a runny nose']
[' 65-74 |  '],[' Male |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 4.3 '],[],['I have taken this drug for the past year. I have not noticed any side effects and the drug is very effective']
[' 65-74 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 4.7 '],[],"[""It has been help me with sleep...I use to sleep,maybe 5=6 hours a night..and now I go to sleep at l0 pm and don't wake up until 8am the next morning..and not feeling drowsy...am I suppose to feel this way???""]"
[' 55-64 |  '],[' Male |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 5.0 '],[],['of all the drugs tried this is the one that works for me']
[' 55-64 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 4.3 '],[],"['Has helped with allergies ,take of night will make you sleepy, still have  some  runny nose but not as bad as it was']"
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 1.7 '],[],"[""This medication made my mouth so dry I couldn't do anything to relieve it.  I stopped taking it.""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],['I have now been on Xyzal or the generic for 2 years to alleviate allergy and hives. Works like a dream (still get mild heat induced hives but not as severe and short lived) and I have not experienced any negative side effects.  Makes me a little drowsy but I take it before bed and am still able to get up early and go work out without any residual sleepiness.']
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],"[""I have been a patient and had taken allergy shots and yet got small relief without doubling a popular medication.  Since starting this generic form, I have been much better.  i don't know enough about this drug but it has been a tremendous relief for me.""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Seasonal Runny Nose '],[' Overall rating 3.3 '],[],['Started this med in July works well for allergies but not worth the everyday muscle aches and joint pain been of this med for 48 hours symptoms of joint pain gone!!!']
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],['the best allergy med that i haved used']
[' 35-44 |  '],[' Female |  '],[' Condition: Persistent Hives of Unknown Cause '],[' Overall rating 2.3 '],"[""Received this as a generic for Xyzal via mail order. Generic does NOT work the same. My throat is itching by midday and I have to take benadryl in addition to this to stave off hives that were completely under control with Xyzal. I would rather pay the Tier III copay of $150 vs Tier II of $50 to go back to Xyzal and back to allergy free. Medco included a letter with generic stating that my Dr's PA authorized generic. I sure do wish someone had asked me as I am the one suffering from hives and si"", 'nus allergies. I\'d like to know what meds the CEO of United Healthcare takes so I could switch a few of his meds with generic equivalents. Let\'s see if he like carrying around 2 Epi-pens ""just in case"" his throat closes shut. ']",[]
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 3.7 '],"[""I have allergies and was originally prescribed XYZAL, which worked wonderfully!  Then this  generic version came out, and of course my insurance company insists that I go with the generic.  This is one case where the generic is NOT as affective as the brand name.  I still get relief, but not as much as with XYZAL.  Unfortunately I will have to stay with the generic for a while due to finances - even for the generic I hvae to pay $45 per month for this because it is not my insurance company's pre"", ""ferred treatment, and Claritan and Zyrtec do not work for me at all.  If I get the brand name, I would have to pay substantially more, and I can't afford that right now.  Still, this is better than taking claritan and zyrtek, which do nothing for me.""]",[]
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 1.0 '],"['I have had horrible allergies all of my life. Went thru every possible medication there was, had shots every week and still about every 3 months I would be at the ER. I started taking Xyzal a few months after it came out and have not had any allergy problems since. Last week my Drug Company sent me the new ""generic"" version LEVOCETIRIZINE DI-HCL Tabs. Even though they said it was exactly the same, the generic version is doing me HORRIBLE. In a matter of days I could stand long enough to brush my', "" teeth without my legs getting so weak I had to sit down. Then my muscle aches started and I could hardly walk the backs of my legs hurt like I had climbed a mountain or something. Then THE HEADACHE of all headaches arrived. I suffered from Migraines when I was younger so I am no stranger to headaches, but this was by far the worst headache I have ever had. I missed work, I was so exhusted by the time I got a shower and got dressed I couldn't make it in. I stopped taking it and in a matter of 2 or 3 days I felt 90% better. So no matter if they tell you it is exactly the same.... you might react differently. This scared me! It was HORRIBLE!   ""]",[]
[' 25-34 |  '],[' Male |  '],[' Condition: Seasonal Runny Nose '],[' Overall rating 4.3 '],[],[]
[' 35-44 |  '],[' Male |  '],[' Condition: Hives '],[' Overall rating 5.0 '],[],['I started taking this medication about 1 year ago and I have to say that it is the best allergy med I have ever used!. KI have nasal allergies and chronic idiopathic uticeria (hives) and this med takes care of both. I have no sides effects what so ever. I would almost call this medication a wonder drug! It is now available as a generic!']
[' 65-74 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 5.0 '],[],['I was prescribed Xyzal in 2007 after all other antihistamines did not work for me.  I take it at night and have had no further problems with allergy symptoms. I live in south Tx. and have severe Mountain Cedar allergies and also dog and cat.  I have a dog. This drug has worked very well for me and is certainly definately worth the extra money.']
[' 19-24 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 5.0 '],"['Started taking this 6 months ago after all other have not worked for me.  This works.  I have complete relief from seasonal and pet allergies, and I know it works because I have forgotten to take it a few times and my pet allergies come back.  This has not had any effect on my sleep pattern, I would have noticed since I was diagnosed with sleep apnea. No other side effects noted.  I had a few friends with bad allergies and they tried a sample that I was previously given and it worked for them as', "" well with no problems.  The only issue is the price, I pay $50 for 1 months' supply, but I believe it is well worth it.""]",[]
[' 25-34 |  '],[' Female |  '],[' Condition: Hives '],[' Overall rating 5.0 '],[],"[""I got an allergy reaction to some drugs and I had itching hives over my entire body. I was taking some others antihistamines and it didn't work but when the doctor gave me this pill it was the real solution.. Itching stopped in just 20 minutes..This pill is GOOD and no side effects ""]"
[' 45-54 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 3.0 '],[],['Prescribed for chronic sinusitus. No change in condition after using this drug. Causes extreme fatigue making it difficult to wake up amd tiredness during the day.']
[' 55-64 |  '],[' Male |  '],[' Condition: Hives '],[' Overall rating 5.0 '],[],"[""I am here to tell you this drug is a god send for chronic urticria (hives). I would wake up daily with hives. Been taking this drug for 8 months and not 1 hive in site!!!  No side effects, nothing, nota. Doesn't even make you tired. BUT IT WORKS!!!!""]"
[' 13-18 |  '],[' Female |  '],[' Condition: Seasonal Runny Nose '],[' Overall rating 3.7 '],[],['i keep feeling bad but my sneezing has stopped']
[' 13-18 |  '],[' Male |  '],[' Condition: Seasonal Runny Nose '],[' Overall rating 5.0 '],[],"['i was using it for really bad allergies, its and incredible pill!']"
[' 65-74 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 4.7 '],[],['allergic bronchitis treatment']
