age,gender,condition,rating,review_long,review_short
[' 45-54 |  '],[' Male |  '],[' Condition: Cold Sore '],[' Overall rating 4.3 '],[],"['Acyclovir was prescribed for a persistent and worsening colds sore. At does of 400mg 3x per day it was very effective, almost completely clearing the outbreak. But it came back within a day or so after stopping. A ""maintenance"" dose of 200mg 3x per day has little effect. In my case 400mg 3x per day seems to work. Not sure how long I\'ll need to keep this up, because as soon as I stop, the outbreak returns - often worse than it was before.']"
[' 65-74 |  '],['  '],[' Condition: Prevent Shingles in Patients Without a Normal Immune System '],[' Overall rating 2.3 '],[],['I was prescribed acyclovir as a prophylactic to prevent shingles. I have leukemia with low white blood cell count. I hated it from the getgo. This past week I thought I had UTI but test was negative. I have been taking OTC cystex to prevent pain. There was blood in my urine which is listed as a more severe side effect of this drug. I am going off it immediately. It can have bad effects on the kidney and blood work shows some off numbers for mine so taking no chances.']
[' 65-74 |  '],['  '],[' Condition: Prevent Shingles in Patients Without a Normal Immune System '],[' Overall rating 2.3 '],[],['I was prescribed acyclovir as a prophylactic to prevent shingles. I have leukemia with low white blood cell count. I hated it from the getgo. This past week I thought I had UTI but test was negative. I have been taking OTC cystex to prevent pain. There was blood in my urine which is listed as a more severe side effect of this drug. I am going off it immediately. It can have bad effects on the kidney and blood work shows some off numbers for mine so taking no chances.']
[' 55-64 |  '],[' Male |  '],[' Condition: Shingles '],[' Overall rating 4.3 '],"['July 10, 2020  I reviewed below “Rey Mundo”, but inadvertently hit the wrong level of stars and failed to mention a couple of important points.    If you have shingles for longer than expected, there is two ranges of blood tests or alternatively a painless plug style biopsy which is very accurate for diagnosis.     I was still positive for the virus after six months and still have shingles going into my eight month.     It is disappointing to find the lack of articles explaining that the shingle', 's virus can last much longer than the 4-6 weeks, as most articles read, for those of us in that agonizing position, they don’t even allude to the possibility.    Acyclovir 800 mg five time per day does work to reduce the rash but not the swelling. When I stop taking the Acyclovir, it returns in a week or two. Overall Acyclovir is well worth it, to help reduce the redness and itching but not so much the pain and swelling. You can slowly reduce the medication to 3 per day, after you are under some control.     There is also an Acyclovir ointment, a little expensive not sure it helps as much, one or two times per day.     To be clear Acyclovir does significantly help with few limited side effects, the occasional headache, ringing in the ears, blurred vision.  ']",[]
[' 55-64 |  '],['  '],[' Condition: Shingles '],[' Overall rating 2.7 '],"['I had a nine level spine fusion T10-S2. All 18 screws and two 12"" rods had to be removed months later, with screws abutting my spinal cord. I was left with no fusion and no hardware to prevent movement at L5-S1, which is unbearable. A few weeks later I got shingles on the left side adjacent to the bottom half of one of the long incisions. I began with Valacyclovir 500 mg 3 X per day. I went through five bottles over five months. The doctor put me on Acyclovir 800 mg five per day. I have taken th', 'at for the last 2.5. months. It takes the redness down some until I stop and then the shingles returns as if nothing was done. I am now taking four-800mg per day to help, but my side remains very swollen and the pain on top of a spine with no bone union is beyond unbearable. So anyone that is wondering if you can have shingles for months on end, the answer is yes. I am entering the eight month and cannot have my spine surgery hardware put back in until it is gone completely, something that will be very unpleasant in itself. Acyclovir does work, as a maintenance drug to tamp it down, I do recommend it, but it will not kill it, just help. To be clear it is worth taking. You can look and look, you will not find many articles with people suffering from shingles for months on end, I wish I could find some, just for peace of mind']",[]
[' 19-24 |  '],[' Female |  '],[' Condition: Genital Herpes '],[' Overall rating 4.7 '],[],['I was diagnosed when I was 18. I’m now 21 and it’s worked great. For awhile I had constant break outs now I take it everyday I’ve had only a handful a year and it goes away in 3 days max!!! Less painful also.']
[' 19-24 |  '],[' Female |  '],[' Condition: Genital Herpes '],[' Overall rating 4.0 '],[],['I have been taking Acyclovir for over a year to suppress my symptoms. My doctor told me that it was my best option. I take it twice a day with a reminder on my phone. I have had 3 kidney infections & 2 outbreaks since starting suppressive therapy. It’s been a long journey. Read up on the side affects. I’m nauseous every once in a while after taking the pill. Drink lots of water!!']
[' 45-54 |  '],[' Male |  '],[' Condition: Cold Sore '],[' Overall rating 5.0 '],[],['first sign of a cold sore i take this med and bam it is gone or speeds the healing process by days and weeks. I travel a lot worldwide and this is must to carry with me where ever I go. I tend to get cold sores when i get wore down or when i get a sun burn.']
[' 55-64 |  '],['  '],[' Condition: Shingles '],[' Overall rating 4.0 '],[],"['I am 61 years old and have been with shingles the first time. My doctor prescribed me 800mg 3xs a day for 7 days. With my first taking this drug, I felt sleepy, I like to sleep most of the time.I felt light-headedness, seems floating in the air, but I know what I am doing.I hope Acyclovir will work since it is my 2nd day taking it. The pain in my shingles seems reduced. But I am always have this sleepy moments and always like to eat and drink water.']"
[' 35-44 |  '],[' Female |  '],[' Condition: Cold Sore '],[' Overall rating 5.0 '],[],"[""I get a cold sore once, maybe twice a year. My doctor prescribed me this stuff for an emergency situation (cold sore and my brother's wedding was in 5 days) and it stopped it dead in its tracks. Ever since then, whenever I feel the beginning of a bump on my lip and it tingles, I swallow four pills of this stuff like my doctor told me to, and the cold sore never even develops. Next day, presto, no bump, no tingle. Truly a miracle drug, and I'm not one to sing the praises of Big Pharma, lol""]"
[' 65-74 |  '],['  '],[' Condition: Cold Sore '],[' Overall rating 5.0 '],[],['Started this 800mg 5xaday when first noticed colds sore on lip. Was in swelling and blistering process. Within 24 hrs stopped it in its tracks! 3 days player can barely see it.']
[' 35-44 |  '],[' Female |  '],[' Condition: Genital Herpes '],[' Overall rating 4.0 '],[],['I had to take this when pregnate on regular basis to avoid spread to my baby... was able to give a vaginal birth and two years later my child is fine ']
[' 19-24 |  '],[' Female |  '],[' Condition: Cold Sore '],[' Overall rating 2.0 '],[],"['When I took it I had a lack of concentration, depression, and tiredness.   After I finished this drug by a day I started to have panic attacks, severe diarrhea, joint pain, fear, nerves pokes, brain fog, fizzy eyes. I am having these side effects for more than four months and I was very healthy before I took the medication. ']"
[' 25-34 |  '],['  '],[' Condition: Chickenpox '],[' Overall rating 4.3 '],[],"[""I was prescribed this drug for chicken pox which I caught from a lady with shingles. Thankfully I started taking the tablets on day 1 of the out brake and after day 2 I didn't develop any new spots. However, the side effects of this tablet have hit me hard! Severe head aches, vomiting, nausea, low blood pressure, dizziness, dehydration, acid reflux. The list goes on but I do believe it's worth it. I'ts stopped the chicken pox from taking over my body! ""]"
[' 55-64 |  '],['  '],[' Condition: Shingles '],[' Overall rating 5.0 '],"['Shingles outbreak on left calf.  Began with sciatica type nerve pain shooting down leg, numbness of foot and feeling of sunburn, followed with blisters in 3 days.  No known history of chicken pox, thought it was allergic reaction to plants while gardening, but here it is.  After one day of this medicine, the blisters dried up and the swelling decreased.  No further noticeable changes for three days.  Entire leg, from hip to toes is painful, a shooting, brief pain that seems to travel around the ', 'leg, combined with a deep dull, constant ache which affects the joints and muscles. Definitely painful enough that potent RX pain meds are required. The OTC meds of Tylenol Extra Strength, Advil and Alleve reduced pain by about 30%, not enough for real relief or sleep so I gave in and got the prescription meds. Unable to sit or stand for more than 10 minutes without feeling an intense increase in pain. So, it is this med, pain meds and bed rest.  Restless.  Grouchy. ']",[]
[' 65-74 |  '],['  '],[' Condition: Herpes Infection of the Eye '],[' Overall rating 5.0 '],[],['Initial herpes infection in my right eye produced permanent scaring of the cornea resulting in irreversible vision loss. Acyclovir was prescribed to prevent further damage and to protect my left eye. I have been taking it for several years and have had no side effects and no reoccurring issues. ']
[' 65-74 |  '],['  '],[' Condition: Shingles '],[' Overall rating 5.0 '],[],"['I donâ??t like taking drugs unless really painful. It works but have to take for 10 days. My breakouts have been small. If itâ??s not too bad I use Orajel , itâ??s for tooth ache but it works to kill the itch for me. I just use any brand. I only get breakout 4 times a year. ']"
[' 25-34 |  '],[' Female |  '],[' Condition: Cold Sore '],[' Overall rating 4.7 '],[],"[""I have the prescription for 3x daily for 5 days dose. 3 times is kind of annoying, especially if you're forgetful like myself. I keep the prescription in my purse on an every day basis because if I don't I'll forget to take it 3x daily, or because I'm constantly on the go with my kiddos I'll keep forgetting to take it when I start to get a cold sore and then it's too late (take at first sign as per instructions).""]"
[' 55-64 |  '],['  '],[' Condition: Shingles '],[' Overall rating 5.0 '],"[""I take at onset of severe ache in lower back that if not caught in time will cause pain spasm so severe that it lands me in bed unable to walk. 800mg 3x daily puts me back on my feet after a few days. I have not had a rash eruption since the first outbreak at age 35 but the same spot is where the ache recurs periodically. I don't take a suppressive dose as the recurrences of these episodes are very rare. I also take when I develop severe chest colds since I learned the varicella virus is associa"", 'ted with pneumonia and it works wonders to alleviate pain from coughing and reduces the copious secretion production that choke the windpipe. I do feel light-headed on high dose but I have normally low blood pressure anyway so I sip constantly from a bottle of electrolyte water (Pedialyte is fine) and push fluids in broths and soups. I believe I have avoided hospital stays with this protocol.']",[]
[' 55-64 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 4.0 '],"['The same day I began using Acyclovir, I experienced several extreme and rare side fx of this medication. The dosage was 800mg 5 times a day for 7 days. Within 2hrs of taking the second dose, I began noticing vertigo, nausea, a migraine-like headache and general sense of being unwell. I went marketing with my husband, I told him I felt awful, like I was going to pass out. The next thing I knew, I was on the floor, having fainted. Paramedics were called. My blood pressure was extremely low. I trie', 'd to tell the EMTs I\'d just started taking Acyclovir that day. I don\'t think they heard me. I was placed in an ambulance, IV fluids were started, and  a ekg done. Once in the ER, I tried to tell the dr and nurses about the Acyclovir I\'d just begun that day. No one was listening. The ER doc ordered blood work and five separate ekg\'s. All the tests were normal. The dr gave me what I thought was a choice to be admitted or go home. I tried to bring up the Acyclovir again, but he clearly ignored me and what I was trying to tell him. I decided to go home. Once at home, I looked up ALL the known side fx that can be caused by Acyclovir. Under the ""rare"" side fx was low blood pressure, headache, vertigo and fainting. I called the prescribing dr, told him what happened and brought up the side fx issue. He denied that it was from the medication and told me to see a neurologist, as if I\'d had a stroke. I believe that if the ER doc thought it was a stroke, I would have been treated for that possibility. I continued taking the medication, but suffered from headaches and nausea for the next 6 days. 4hrs after taking the last dose, I started feeling much better. The Acyclovir took care of my shingles, but the treatment put me in grave danger. I  read a review on this website about another person having the same experience. It further confirmed my belief about the side fx. Time for medical professionals to listen and believe these side fx do exist! I hope I never have to take Acyclovir again.']",[]
[' 55-64 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 4.3 '],[],"['When I wake up in the morning and i havent had this drug, the nerves around my eye hurt.']"
[' 55-64 |  '],['  '],[' Condition: Shingles '],[' Overall rating 4.7 '],[],"['I was prescribed with this drug after having a relapse of the shingles.  Dosage was 800mg 3x a day.  By day 3 my breakout was starting to heal and not further breakouts have occurred.  The side effects are not pleasant.  I experienced headache, nausea excessive thirst and loose bowels throughout the prescribed time. By day 14 I had severe nausea and diaherra.   It works well but the side effects make it rough.  ']"
[' 55-64 |  '],['  '],[' Condition: Shingles '],[' Overall rating 1.0 '],[],"['On day one of taking acyclovir for shingles, a half-hour after taking the forth dose I fainted twice, having a slight seizure the second time. All tests done at the ER said I was perfectly healthy and after IV  fluids, I was allowed to leave.  I am 57, and have never fainted before. I drank 84 ounces of water that day, but was dehydrated by the drug. ']"
[' 55-64 |  '],[' Female |  '],[' Condition: Genital Herpes '],[' Overall rating 5.0 '],[],"[""Had some sores in my mouth. Didn't know what they were from. Dentist told me it was herpes.Can lay dormant for up to 10 years so you don't know who you got it from. Went to a doctor who took blood tests and confirmed it was Herpes 1 and 2. Took meds. Went away. Came back vaginally. Take the meds daily to prevent any further outbreaks. Haven't had one since. This medicine is a Godsend.""]"
[' 55-64 |  '],[' Female |  '],[' Condition: Herpes Simplex Infection '],[' Overall rating 5.0 '],[],"[""Had some sores in my mouth. Didn't know what they were from. Dentist told me it was herpes.Can lay dormant for up to 10 years so you don't know who you got it from. Went to a doctor who took blood tests and confirmed it was Herpes 1 and 2. Took meds. Went away. Came back vaginally. Take the meds daily to prevent any further outbreaks. Haven't had one since. ""]"
[' 75 or over |  '],[' Female |  '],[' Condition: Cold Sore '],[' Overall rating 5.0 '],[],"['At the first sign of a canker sore, Acyclovir helps stop it from developing and even if I have a cold sore, it goes away quickly']"
[' 45-54 |  '],['  '],[' Condition: Shingles '],[' Overall rating 4.7 '],[],"[""The medication has helped with my shingles. I'm currently on day 8 of 800 milligrams. Side effects I have experienced are slight headache constantly sometimes it's intense, feel very dry lips are chapped and I can't drink enough water. I did catch the outbreak within 24 hours so I have been lucky and haven't experienced the extreme of pain. The outbreak is on my face  jaw line area. Overall with medication benefits outweigh the trouble. ""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Prevent Recurrent Herpes Simplex Infection '],[' Overall rating 2.7 '],[],"[""Have been on same dosage, generic for 20 years.  Changed pharmacy and got this one for the first time ever.  It's like taking a sugar pill- outbreaks are back as if I'm not taking the pill. ""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 3.0 '],[],"[""Today is day two for me (age 36), the itching is knocked out a great deal. W/the Acyclovir 800 mg medication I am dealing with high levels of nausea. Not liking this but only last a couple hours. Monitoring my shingles as the doctor told me if it spreads then I will have to have a stronger dosage. So far so good. Can't believe that I'm dealing w/this at 36 :(""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Genital Herpes '],[' Overall rating 2.0 '],[],"[""This medicine worked with no side effects for years, until this time. I've gotten headaches after each dose taken. I finally had to look up side effects to figure out why my headache wouldn't go away.""]"
[' 75 or over |  '],[' Male |  '],[' Condition: Herpes Simplex Infection '],[' Overall rating 2.0 '],[],['has not worked after taken for 5 Days']
[' 75 or over |  '],['  '],[' Condition: Shingles '],[' Overall rating 2.3 '],[],"['I take 400 ml 2x daily as maintenance. I have had Shingles documented no less than 20x over 10 yrs. The out brakes are less severe on this med, but still get them every couple months.']"
[' 55-64 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 4.0 '],"[""This is the second time I've had shingles. The first time was two years ago in November.We happened to be out of town for Thanksgiving. I had the worst pain in my hips and lower back. I got very confused about two days after Thanksgiving. So we left and headed home. The next day I broke out with shingles. My doctor didn't treat me with anything, just some pain medicine. So now I have shingles again, this time my doctor put me on Acyclovir 800mg 5 times a day. Today is the 4th day on the medicine"", "" and my hips still hurt and my lower back, but not nearly as bad as they did. I think this medicine is helping me a lot. I just can't wait until the pain goes away, it is horrible pain!""]",[]
[' 55-64 |  '],['  '],[' Condition: Shingles '],[' Overall rating 3.0 '],"['Contracted shingles at 59, in my ear, nose, eye, left side of face and scalp. Started acyclovir the first day, 400 mg 4 times a day. Skin cleared up but left eye remained blurred. Took drug for 3 months along with prednisolone for the eye. One year later, virus came back in left eye with light sensitivity and blurred vision.  Took the drugs for 12 months that time. Eye vision did not completely clear.  4 months later the eye condition came back with light sensitivity and blurred vision. Now taki', 'ng 800 mg 2 times a day with prednisolone again. Causes drousyness, anxiety, and kidney pain.  Get the shingles shot.    ']",[]
[' 35-44 |  '],['  '],[' Condition: Genital Herpes '],[' Overall rating 1.0 '],[],['I was very dizzy from this drug. Very tired and weak. Had some leg pain. Almost fell down at work. I went to doctor and he said to stop taking it. You have a drug reaction. ']
[' 35-44 |  '],['  '],[' Condition: Shingles '],[' Overall rating 3.0 '],[],"['2nd time with shingles behind left leg thigh, 4th day on Acyclovir 800mg/3xday, along with hydrocortisone cream, blisters are unbearable, pain is just as bad, hope this clears up soon, cannot sit on left side, was prescribed LYRICA 50mg due to nerve damage related to shingles, have 6 more days of treatment, hope it clears up soon...']"
[' 75 or over |  '],[' Female |  '],[' Condition: Cold Sore '],[' Overall rating 2.7 '],[],"['Terrible back pain , ']"
[' 35-44 |  '],['  '],[' Condition: Prevent Recurrent Herpes Simplex Infection '],[' Overall rating 5.0 '],"[""I was diagnosed with genital herpres at age 35 and it was the hardest thing I ever had to hear thus far. I took this med in high dosage for 10days 4xs a day until my symptoms cleared. A month later though I had another outbreak, took another dosage and the following month the same thing happen. I read that some people have recurring outbreaks the first year until your body learns to suppress it but I did not want to do this for a whole year!!! I'm in an active werious relationship. I called my d"", 'octor and told him I would not wait a year and I wanted suppressive therapy. I now take 400mg once a day(every night before bed) and I have been outbreak free for 3 months!!! I am starting to feel like myself again thank God and I feel my life back to normal. Sometimes I feel like I might feel a bump or tenderness, if I do i double my dose that night and I have not had any issues. THIS MED SAVED MY LIFE! SOCIALLY, EMOTIONALLY AND PHYSICALLY. Highly recommend.']",[]
[' 45-54 |  '],[' Male |  '],[' Condition: Genital Herpes '],[' Overall rating 5.0 '],"[""I contracted herpes 25 years ago from either my ex-wife or a partner I was with just before I met her. The first couple of years were unbearable. Every month I'd have an outbreak of 10 or blisters, and sometimes I would breakout again before the scabs were even healed. I started taking this medication, and it reduced the outbreaks to almost zero. 25 years later, taking it daily, I haven't had an outbreak in over 10 years. I've been honest with everyone, and no one I had established a relationshi"", ""p with has ever left me over the disease. I had sex with one women right off the bat, she said it was ok, and then bailed after we had one encounter, but that's no bad considering all the other women could deal with it if presented upfront and honestly. Keep your heads up, it gets A LOT better with time and treatment. It's not the end of the world, just an annoyance and a hard life lesson. Heck, it has taught me safety, caution, and responsibility in every area of life, so in some crazy way it has really helped me grow up.  Hey, when served lemons, make lemonade.""]",[]
[' 55-64 |  '],['  '],[' Condition: Genital Herpes '],[' Overall rating 4.7 '],"['I have had genital herpes for 40 years and have never used anything before for outbreaks. I would just ride the out break through. Typically an outbreak would last two weeks from the pre blister irritation through blisters then burst blisters then scabbing finally fully healed skin. I would refrain from activity for two weeks until the skin was completely back to normal. Using acyclovir topical at the outbreak of blisters the blisters lasted only a day or two after the start of treatment and I s', 'eem to jump past the burst blister and scab stages and go right to healing skin. I am back in business after just one week with topical acyclovir rather than two. My only complaint is the price. Acyclovir ointment costs 60 dollars after prescription drug coverage for a tube that will last two outbreaks. ']",[]
[' 45-54 |  '],['  '],[' Condition: Shingles '],[' Overall rating 4.3 '],"['I was diagnosed with shingles. Initial symptoms were pain in the back of my left eye, Sunburn type feeling on the top left side of my head, and then a shooting pain in my left nostril. I had headaches with these symptoms. I finally went to Urgent Care after 2 weeks of pain, and the nostril pain showing up after 2 weeks. Urgent Care suggested Shingles but then referred me to the Eye doctor. Eyes checked OK and suspected Shingles. Eye Dr. prescribed 800 mg 5x a day for 10 days. I have 3 days to fi', 'nish the medication. Symptoms are lease severe and hopefully leaving for good! These horse pills have gotten stuck in my throat a few times ... Drink Plenty of water while taking them!']",[]
[' 25-34 |  '],[' Male |  '],[' Condition: Shingles '],[' Overall rating 5.0 '],"[""Knew I had shingles for 4 days and figured I would just deal with the pain. Boy did I underestimate it on the 5th day of shingles the pain was intense and sleeping was not in the picture. Not to mention I was also seeing the rash emerge on my back on too of the painful rash on my side. I went to the doctor that same day she prescribe me 800mg acyclovir and bactroban which I didn't use. I'm on the 8th day and I can see the blisters already start to scab. The rash on my back didnt get a chance to "", 'fully blister so thank god. The pain is tolerable know and I can see the end of this crappy shingles.']",[]
[' 19-24 |  '],['  '],[' Condition: Genital Herpes '],[' Overall rating 4.0 '],"[""I had my first breakout a year and a half ago, went to ER not knowing what it was and they never got back to me with the results so I convinced myself it was an allergic reaction to Monistat. I am now 37 weeks pregnant and have had 3 lesions in the past few months and made sure to talk to my OB who informed me I had the herpes virus. I was devastated. Your first outbreak usually occurs a month or 2 after you get the virus which means i would've got it from my current boyfriend but he has never h"", ""ad a symptom so my past carelessness may have led to this. Telling him was the hardest and scariest thing but having his support helped me tremendously. I started 400mg 5 times a day to hopefully be clear to have my baby naturally. Something I have to live with for the rest of my life but I'm glad I'm not alone. There is such a stigma attached to this virus when many people carry it.""]",[]
[' 25-34 |  '],[' Female |  '],[' Condition: Genital Herpes '],[' Overall rating 5.0 '],[],"[""This medication has been really helpful to me in keeping the outbreaks at bay when I was first diagnosed I was having out breaks as frequent as every 2-3 weeks its been a two months now and I haven't had another outbreak so I have to say that I'm pleased with how this has helped""]"
[' 65-74 |  '],[' Male |  '],[' Condition: Genital Herpes '],[' Overall rating 4.0 '],"[""I have been on this med. for over 30 years and it helps the recovery and can also be used in the repressive mode. I have had this since the 1970's. I have led a pretty normal life with care and medication. Life is dynamic and I have found that sun light and stress are a big triggers for the flair ups. My out breaks are contained to the lower back and spine area. I have not had an out break in the genital area in many years. I am finding that I can feel when the outbreaks are coming and double th"", ""e regular dose(400mg) to combative(800mg)a day dose if it does flair. Usually passes in two or three days. This is a life time virus so keep informed and don't be afraid to ask questions and be educated. My doctor understands my problems and is willing to work with my doses and Rx's. Good Luck  ""]",[]
[' 45-54 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 5.0 '],[],"[""I've had the herpes sister virus for a little over a month, started with pain on the right side of the chest wall, went to see a doctor been taking it since then, it's helping. One of the worst side effects is the heart pacing,I had to stop taking for a week, because I was taking other medications, started taking it again, have to finish it.""]"
[' 55-64 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 2.3 '],[],"['My lymph nodes swelled in my armpits and under my ear on the left side. Headache for 4 days then went to urgent care and told to quit taking the med. I was shaky, extremely tired, and very emotional. So glad that is over. Unlikely i will try this one again. Was on it for 4 days.']"
[' 65-74 |  '],[' Female |  '],[' Condition: Cold Sore '],[' Overall rating 5.0 '],[],"['I only take it sporadically for cold sores when needed and I love it....pretty much no more cold sores if I catch it soon enough.  The second I feel a tingle, I take one and that normally stops it....I carry a few of the pills with me at all times.']"
[' 55-64 |  '],['  '],[' Condition: Cold Sore '],[' Overall rating 5.0 '],[],"['I have had severe fever blisters/cold sores for years.  With the pills, the outbreaks are less frequent and less severe.  I take the Acyclovir pills at first tingle and use Abreva as a topical at the tingle site.  The earlier you catch, the less the outbreak. ']"
[' 45-54 |  '],[' Male |  '],[' Condition: Cold Sore '],[' Overall rating 5.0 '],[],['If caught quick enough I rarely have to take more than 3 or 4 pills to eliminate a cold sore']
[' 35-44 |  '],[' Male |  '],[' Condition: Chickenpox '],[' Overall rating 5.0 '],[],[]
[' 65-74 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 4.3 '],[],"['Day 10. Shingles drying up, but pain in left shoulder up neck continues unabated. Will ask for a pain medicine today. Need relief.']"
[' 45-54 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 4.3 '],[],"['I had terrible pain in my back/shoulder for a week before the rash showed up. Was prescribed this the day the rash showed up. The rash did not spread, did not itch, the pain in my back continued but it was bearable. I did have a lot of confusion about an hour after taking the meds. This continues each time I take them, but I think the benefit outweighs the problems. I also have a problem with my heart racing, again, I can handle this better than the shingles. ']"
[' 65-74 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 4.0 '],[],['I started Acyclovir 800 mg 3 days ago and on the third evening developed swelling in my throat and a hive.  I am allergic to many medications (nsaids).  This is my 6th bought with shingles.  In the past I have taken Valacyclovir 1 gm without an allergic reaction.  I will ask my doctor for this med. again.']
[' 55-64 |  '],[' Female |  '],[' Condition: Shingles '],[' Overall rating 4.3 '],[],"['Start having nerve pains in my left leg for 2 days, pain was unbearable at night day 3 I notice a large rash in my left hip with blisters I was seen in urgent care diagnosed with shingles . I started acyclovir 800 mg 5/times a day with prednisone and pain medication the shingles started clearing up after five days the nerves pain continues. Horrible pain ']"
