age,gender,condition,rating,review_long,review_short
[' 19-24 |  '],[' Male |  '],[' Condition: Stuffy Nose '],[' Overall rating 5.0 '],[],[]
[' 35-44 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 2.3 '],[],"[""While you're on the med-Zyrtec-D, it works just great. It's when you try to stop taking it when all hell breaks loose! Headaches, nasal pain like an impending sinus infection and cold, and then comes the horrible itching! I would highly recommend to never even start on this stuff!!!! ""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 4.3 '],[],"['I really like Zyrtec D. I have been a regular Zyrtec user but sometimes I just need something stronger. The only sad thing is that pseudoeffedrine is a controlled substance where I live, so Zyrtec D is only available by prescription and in very limited quantity.']"
[' 35-44 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 2.7 '],[],"['I changed from Claritin D to Zyrtec D and will be switching back. I have found that Zyrtec-D has caused major muscle aches, dry throat and overall fatigue. I sleep well but wake up tired. My family & friends have noticed that I am not the same too. My allergies are better but the side effects do not out weigh the benefits for me. ']"
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 3.0 '],[],['MADE ME VERY SLEEP AND TIRED..WAS ALSO TAKING AN ANTI-DEPRESSANT...']
[' 65-74 |  '],[' Male |  '],[' Condition: Vasomotor Rhinitis '],[' Overall rating 5.0 '],[],"['This works great for me. Using about a year - plus. I am taking the 24 Hr. tablet once a day at bed time. I am concerned about long term use, particularly on the prostate. I will continue to research']"
['  '],['   '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],['I have suffered for years with severe  allergies. I have used many different medication that have had little effect. With zyrtec-d I felt the medicine working within 15mins. This stuff is amazing.']
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 2.7 '],[],"['I was taking plain Zyrtec, when after a particularly long combination of severe flu symptoms and allergies, my allergist suggested switching to Zyrtec-D. I took it bedtime and was wide awake two hours later with heart palpitations. Couldn\'t go back to sleep.  I\'m not taking the ""D"" version ever again. ']"
[' 35-44 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 4.0 '],"['I\'ve been using walgreen\'s version of Zyrec-D (because of the cost)and when I first took it at night, I could actually breath and lay on my back (I do have an air purifier in the bedroom which helps). That night, I kept waking up. I wondered if it was that. The next day, took it again and for the first time in over 2 months, I didn\'t need to find a ""straight line"" to make sure that I was walking in a straight line (even though I knew I was). The best way to describe it was feeling ""off"" before I', ' took it. Fridays were always the worse days for me. I took it that Friday, and I didn\'t feel ""off"" at all and could walk around the store with no problem. The biggest ""test"" for me was the next day, when I went for a walk on the beach (which I haven\'t been able to do for over 2 months). I went walking on the beach WITH NO PROBLEM. I only take it during the day time, not the night. I don\'t feel tired with it, I actually feel more awake while before I got on it I felt tired because of the allergies (which only took 5 years of living where I am at to develop). I only got a small box, not knowing if would work for me or not. As soon as this box is used up, I will get a bigger box. Again, I only take it during the day and seem to be able to do what I love to do for exercise: walk on the beach!']",[]
[' 45-54 |  '],[' Female |  '],[' Condition: Stuffy Nose '],[' Overall rating 5.0 '],[],"[""Finally! After years of being sick all Spring and Fall, I found something that works. I don't even feel like I have allergies now. Have tried all kinds of allergy meds adn this is the only thing that works. Thank goodness!""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.7 '],[],[]
[' 35-44 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 3.7 '],[],['Had alot of dizziness after using the product regularlly and trouble sleeping. Had so much dizziness it caused me to be nausiated. Thought I had an inner ear infection until I read this page. The benefits are great but side effect almost worse??']
[' 25-34 |  '],[' Male |  '],[' Condition: Osteoporosis '],[' Overall rating 3.0 '],[],['this treatment is awsome.  I love drugs.']
[' 25-34 |  '],[' Male |  '],[' Condition: Osteoporosis '],[' Overall rating 3.0 '],[],['this treatment is awsome.  I love drugs.']
[' 55-64 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 3.7 '],[],"['Use once a dy.Feel sometimes nervous.When not taken allergies are stronger then ever before,nose throat etc.Taken for more then 5 yrs.']"
[' 35-44 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 3.0 '],[],"['My congestion, runny nose, sneezing, and headaches are gone. BUT now I have a HUGE very itchy hive on my arm AND horrible acid reflux! The medicine made me moody and irritable. Also, do not take at night if you want to sleep at all. ']"
[' 65-74 |  '],['  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 5.0 '],[],['symptoms cleared up in 2 days']
[' 25-34 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 5.0 '],[],['This medication has worked wonders for my seasonal allergies.']
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.0 '],[],"['While it relieve my seasonal allergy symptoms (and I did not take it every day), I also experienced dry mouth, and extreme drowsiness.  In addition, I also like another user started to notice blood in my urine.  The first time it was minor the following time it was as described ""hematuria"".  I had to go the doctor to have it checked out but it seems that it only appears after I take Zyrtec-D -- look for other alternative to this drug if those are the side effects.']"
[' 25-34 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 3.7 '],"[""Zyrtec D worked great for clearing up my allergy symptoms. I've been taking for about three months and have recently started having symptoms from it. I've started experiencing heart palpitations, tightness in my chest and anxiety shortly after the medicine wears off. When I take the medicine I feel better again, but then when it wears off I start experiencing the symptoms. I'm only 31 and have never been diagnosed with heart problems so I started doing research on the web to see if these were sy"", ""mptoms of the medication, and sure enough they are! I have also found that others are experiencing similar symptoms. Now I'm trying to get off this junk for good. They should not sell this medicine over the counter, and I wouldn't recommend it to anyone.""]",[]
[' 35-44 |  '],[' Female |  '],[' Condition: Runny Nose '],[' Overall rating 3.7 '],[],"[""I have year-round,tried Zyrtec-D which helps with my breathing, but have trouble sleeping, experience nervousness, and irregular heartbeat. Will consult with my primary care, since this is over the counter drug now; in the meantime, I'll go back to regular Zyrtec 10mg, which doesn't work as well, but I can actually sleep and feel normal.""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 3.7 '],"['Did anyone know that the pseudoephedrine in zyrtec-d would show up as meth..I didnt until a random drug test needless to say I lost my job of 6years.The pharmacy and drug and poison told my boss,the union and myself that it was the zyrtec-d that made me test positive for meth.but I got fired anyway.I havent taken it since(3years)and have been miserable.It worked so well for me,but also caused me to loose my carreer.And due to everyone drug testing I am afraid to take it.Has anyone else been thru', ' this.Zyrtec-d is the only drug I found that helped with no side effects.']",[]
[' 25-34 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 2.0 '],"['I was prescribed Zyrtec for my seasonal allergies.  I took it as needed- it worked okay but after time I started developing hives.  Went back to my doctor for the hives, thinking i was allergic to something else (detergent, chemicals at work etc..) so I was prescribed a larger doseage of zyrtec.  The hives cleared up and then would come back 12 hours later with a vengance.  I had hives all up and down my arms and the most excruciating (and largest ones) on my feet.  It was as if I had walked thr', ""ough an acid bath.  This went on for years until I fianlly kept a journal of everything I put in my system and every thing I basically touched for two weeks, noting when the hives appeared.  It was always 8-15 hours after I took zyrtec.  On days I didn't take it, I didn't get hives.  I have finally gone to an allergy specialist and found out that I am allergic to some ingredient in antihistimines.  Go figure, the cure for hives also gives me them.  Zytrec was effective on my nasal and headache issues but gave me evil hives! I will never take it again! ""]",[]
[' 55-64 |  '],[' Male |  '],[' Condition: Stuffy Nose '],[' Overall rating 3.0 '],[],"[""It cleared up the nose but it also dried out my mouth.  After just using it once a day for two days I couldn't sleep well for another 2 days.  I won't take this stuff again unless I have a severe cold.  And then maybe not because of the bad side effects.""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],['Using this medication has changed my quality of life. I suffer from severe headaches almost daily from congestion. Taking 1 to 2 tablets a day keeps my head clear and my pain gone. ']
[' 25-34 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.7 '],[],"[""Zyrtec-d helped me breath and clear my ear. I had severe sinucitis. The side effecs weren't too bad. I had drowsiness and a touch of dizziness with very little tightening of the chest. The tightness was only on the first night. I think this med is good to take for any sinus problems or allergies.""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],"[""I've been taking Zyrtec for Chronic Sinusitis for 1year.In my most severe cases of sinus inflamation,it only took 15 minutes to relieve my symptoms.I am most grateful for Zyrtec-D.""]"
[' 35-44 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 3.3 '],[],"['Just tried the Zyrtec-D, after using Zyrtec for 10 years. This product definitely worked to manage my allergy symptoms and chronic cough better than plain Zyrtec, but definitely with a side effect-- difficulty sleeping at night- just a few hours a night, unless I use sleeping aid. Drawback definitely outweigh benefit- I can function ok with some congestion--not so without sleep. Going back to plain Zyrtec, which works great for my allergies-- can add daytime decongestent as needed.']"
[' 25-34 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 2.3 '],"['I took this for allergies including sneezing, itchy/watery eyes, runny nose and sometimes wheezing. At first it seemed to work miracles - it dried me right up, stopped the sneezing and did not make me tired. But the next day was horrible, not only did I feel I had no sleep, but my throat was very sore, my nose was stuffy, I had a headache and my ears were popped. It was almost like it overworked. Months later I decided to give it another shot, this time only taking half a pill. Same thing, the n', 'ext day worse off then when I had allergies - never again.']",[]
[' 55-64 |  '],[' Male |  '],[' Condition: Vasomotor Rhinitis '],[' Overall rating 5.0 '],[],"['After a long bout with pneumonia and bronchitis I continued to have a chronic cough, bronchitis symptoms, and post-nasal drip. The coughing was violent and lead to a broken rib. This medication cleared the symptoms overnight. The side effects for me are sleep problems, dry skin, constipation on occasion, and weight loss. The ability to breath especially when laying down and during the night far outweighs the side effects. I am hoping this is not a life long treatment.']"
[' 65-74 |  '],[' Female |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 3.7 '],"['I had wonderful results for my allergies but had a side effect I didn\'t know was being caused by Zyrtec. For over 3 months have been seeing doctors because of blood in urine that presented as on/off bladder infection symptoms. Saw 3 different doctors, had ultrasounds, ct scans & just this past week during a trip to ER thought to tell the doctor I had taken 1 Zyrtec the day before. She checked & found that ""hematuria"" (blood in urine) is listed on the drug company\'s site as a possible rare side e', ""ffect.  She had never seen this before & no one I know who takes the drug has ever had this problem.  Just thought I'd put it out there for anyone who might be as strange as me regarding drug side effects.""]",[]
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],"['I have sinusitis and really bad sinus headaches.  For those of you who have tried this, did it work for this condition?  I am just so tired of being sick and my head bounding with pain.  Help!!!']"
[' 25-34 |  '],[' Female |  '],[' Condition: Stuffy Nose '],[' Overall rating 4.3 '],[],"['Using this to help dry up sinus issues to aid in recovery of bronchitis. The first week I took it I could not sleep now I am very tired and crash when its time to go to bed. Other symptoms include loss of appetite, dry mouth, and fatigue, but it has really helped with my sinuses, the good outweighs the bad. ']"
[' 35-44 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 4.0 '],[],"[""My doctor is about ready to pass me on to an ENT.  I also take Singular and Nasonex, but continued to have problems with bad sinus headaches.  He added Zyrtec-D and Mucinex to the mix and it is working.  It also works great as a weight loss drug.  I have absolutely no appetite and have lost nearly 10 lbs. in 22 days!  I don't need to lose anymore, so that is going to be an issue.""]"
['  '],['   '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 4.3 '],"[""Before I began taking Zyrtec-D I had a stuffy nose, post-nasal drip, and horrible sinus cavity and eustachian tube congestion.  After taking Zyrtec-D all my allergies went away so I'd say the medicine worked like a champ.  Unfortunately Zyrtec-D also worked like a champ at preventing me from sleeping for an entire year.  It got so bad I was only getting 2 or 3 hours of sleep a night and some nights I wouldn't sleep at all so I had to quit. My allergies are back but I couldn't live without sleep."", ' ']",[]
[' 35-44 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.7 '],[],"[""I absolutely love Zyrtec D! I was hooked to nasal spray due to severe nasal allergies having me stopped up and congested all the time.  I just wish it wasn't over the counter now as my insurance covered most of the cost before but now I have to pay in full out of pocket and it's not cheap! I've never had a bad reaction to the medication and I've been on it for 2 yrs now! It works for ALL seasons of allergies! :)""]"
['  '],['   '],[' Condition: Cold Symptoms '],[' Overall rating 4.3 '],"['i dont recommend this product if allergy and other medications make you sleepy. I reciently got  sivere attack of allergies and was trying ot fight of a little bit of a cold. I was conjested and hade dranage which was running down my throat and causeing sore throat. For me the medication makes me sleepy. So, i take it when i can have time to sleep it off. once i took the medication and slept, i woke up with my sore throuat lessened. the medication cleared up my dranage that was causing my soar t', 'hroat. the next day i woke up feeling a litle worse  then the day before. I was conjested and unable to breath out of one side of my nose. I took one pill and went to bed when i woke up and i could breath out of the side of my noise that was conjested. i woul say that this is a great product but dont expect it to clear all simptoms up. ']",[]
[' 65-74 |  '],[' Male |  '],[' Condition: Vasomotor Rhinitis '],[' Overall rating 1.0 '],[],['see no results']
[' 45-54 |  '],[' Male |  '],[' Condition: Non-Seasonal Allergic Runny Nose '],[' Overall rating 4.0 '],[],['I have been taking zyrtec-d for about a week for my allergies. It seems to have helped with my nasal allergies but now i have a nagging cough and itching throat.']
['  '],['   '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],"['I loved Zyrtec and am also sorry that it is now over the counter.  I have switched to ""Xyzal"", but took Zyrtec for a couple of years.  Would rather take it at this point as I have side effects with the new drug']"
[' 19-24 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],"['I have to use Zyrtec-D on a daily basis due to chronic allergy conditions. Let me just say I am so mad that it is OTC because now I have to pay $25 for 24 pills when I was paying $20 for 60 pills. Something about that just does not add up. Honestly, I do not take this medicine as needed or temporarily, I take it because I HAVE to. I love Zyrtec-D since I have had allergy issues my entire life. THIS is the one that works! I pay a lot of money for health insurance every month, and when medicine af', 'ter medicine gets placed OTC it makes people wonder why even have health insurance. I mean really, what IS the point? Someone help me understand...']",[]
[' 35-44 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 3.3 '],[],"[""I'm on this site because I just got back from jogging and I wasn't able to control my body tempature, which I consider a serious side-effect. Also, the day begins with hyper-alertness that I'm not able to focus on things such as reading; but, then there is a crash, at the end of the day. This medication is effect without the pseudoephedrine, which consequently seems to have all the side effects.  ""]"
[' 25-34 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],['this medicine has worked for me']
[' 35-44 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],['Ilove this med Itworks great for me. Im just thankful it is finally avaiable over the counter because until resently we did not m=have medica coverage... ']
[' 65-74 |  '],[' Female |  '],[' Condition: Vasomotor Rhinitis '],[' Overall rating 3.7 '],[],['extreme dry nose membranes..yes it worked but feeling of blocked sinuses.']
[' 45-54 |  '],[' Male |  '],[' Condition: Vasomotor Rhinitis '],[' Overall rating 5.0 '],[],[]
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],[]
[' 45-54 |  '],[' Female |  '],[' Condition: Cold Symptoms '],[' Overall rating 2.0 '],[],"['My mouth is extremly dry all the time, at nights I have to wake up and keep drinking water.  I went to the mall and I thought my throat and mouth was about to crack with dryness.']"
['  '],['   '],[' Condition: Cold Symptoms '],[' Overall rating 3.0 '],[],"['This medication is terrible for me! Sure, it dried up my sinus drainage, but has kept me up all night..shaking and unable to sleep. YUCK!']"
['  '],['   '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],['Suffer sinusitis.  Drug works great!']
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],[],"[""I seem to be experiencing a side effect not listed; nightmares!  I've always had vivid dreams but since I started Zyrtec things have gotten freaky.""]"
