age,gender,condition,rating,review_long,review_short
[' 45-54 |  '],[' Female |  '],[' Condition: Itching '],[' Overall rating 3.7 '],"['I take this medication to sleep and relieve itching from eczema.  But more recently, I have taken it mainly as a sleep aid.  I know this is not the primary use for this medication but it is the only thing I had and I really need my sleep.  I was going through a very painful breakup and sleeping was the only relief I had from the thoughts and pain of it.  I am much better now but I still want to make sure I can sleep so I have decided to start using ZZZZ-quil instead as it is made specifically an', ""d solely as a sleep aid.  I do want to be able to sleep without the use of any aid eventually but right now, if this is what it takes I'll do it.""]",[]
[' 65-74 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 2.0 '],[],"['Prescribed because of various heart medications I am taking for CHF. Cardiologist does NOT want me to go to the ""hard"" stuff and recommended Benadryl, and once again, I am sleeping soundly.  Thanks much.  Only a suggestion:  Delivery system a bit too much for anyone with arthritis in his/her hands.  Packets are difficult to open.']"
[' 65-74 |  '],[' Male |  '],[' Condition: Prevent Nausea and Vomiting from Cancer Chemotherapy '],[' Overall rating 5.0 '],[],['After became very talkative & had words mixed up.']
[' 45-54 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 2.3 '],[],['Made me very sleepy and have fitfull sleep and bad dreams']
[' 45-54 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 3.7 '],[],[]
[' 75 or over |  '],[' Male |  '],[' Condition: Nausea and Vomiting '],[' Overall rating 5.0 '],[],['Nausea has been a huge problem with taking   pain medications. taken with nausea medications benadryl has nearly stopped the nausea completely. What a blessing.']
[' 65-74 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 2.7 '],[],['Had very poor success with this drug for sleep assistance.  Mostly groggy in the morning with poor sleep benefit.']
[' 19-24 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 4.7 '],[],"[""Benadryl (and its off-brand counterparts) is the only thing that works well for my allergies. If I try to take any of the 12 or 24 hour stuff, it stops working in just a few hours. With this, I know that I can take another dose every 4 or 5 hours and never have to worry about feeling like I can't breathe. The only problem is that I do get drowsy on it, which makes working difficult.""]"
[' 25-34 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 4.7 '],[],"['I have taken Benadryl off and on since I was small and it works better than anything else on the market for my symptoms about 99% of the time. The supposedly ""non-drowsy"" stuff doesn\'t work worth beans for me, this I rely on because I can count on it working time and time again. The only downside is it does make me a bit drowsy at times.    Oddly enough it has the opposite effect on my mother, it almost makes her hyper but it helps her with the itchy rash she gets from time to time.']"
[' 19-24 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],"[""Ive been taking this medication for the past five years and it makes me urinate often, and its very dependant i can't sleep without it.""]"
[' 65-74 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],"['My 8 yr old gets over tired ,she has mild CP,a treatment with Benedryl helps her mood ,she calms down .would like to understand why. The Dr, said giving it was ok if it worked.']"
[' 19-24 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 3.3 '],[],"[""IV been taking max. Strength Unisom sleep gels 50mg of diphenhydramine each soft gel now for 2 1/2yrs, I wish I had never of started, can't sleep w/o it. I go into a withdrawal after 32hrs of not having it. Feverish severe nausea, chills, just down right awful. There not much science on side effects for long term users and I wanna warn people to be careful and take occasionally. ""]"
[' 55-64 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 4.0 '],[],[]
[' 55-64 |  '],[' Female |  '],[' Condition: Parkinson Symptoms '],[' Overall rating 5.0 '],"[""It was by accident I found benedryl to stop my parkinson's symptons.  I took it as my dauther was visiting with her cat. I was allergic to her cat.  I took the benedryl and forgot to take my sinemet for a whole day with no tremors.  Next day I took benedryl again for allergies and again I did not need sinemet all day.  A week of no sinemet was wonderful. No falling, weakness or tremors.  When daughter left with her cat, I stopped taking benedry.  Within 24 hours I needed the sinemet.  Has no one"", ' else had this experience????']",[]
[' 55-64 |  '],[' Male |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 4.0 '],[],"[""It works well and is very cheap if you buy it from Sam's. ""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 5.0 '],[],"['I moved into a new apartment 7+ months ago & started having very bad allergies and my asthma has been acting up, expecially at night, which made sleeping impossible...so I started taking benadryl about 4 months ago & now I can usually sleep without a stuffy nose & my asthma is less likely to act up in the middle of the night! So amazing to have some relief!! I was worried about any long term effects, but have decided that breathing comes first for now :)']"
['  '],['   '],[' Condition: Other '],[' Overall rating 3.0 '],[],['test review']
[' 45-54 |  '],[' Female |  '],[' Condition: Hives '],[' Overall rating 5.0 '],[],"[""I am allergic to latex, this helps with any hives associated with this.  Also for a sleep aid, when I want to fall asleep and not keep waking up from insomnia. My usual dose is one 25mg tab. For sinus allergies, usually 1/2 dose if I'm driving.""]"
[' 65-74 |  '],[' Male |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 4.0 '],[],['I take 1 benadryl in the evening. 1 claritin in morning daily. These 2 pills keep  my nose clear & I breathe good & keep my nostrils open. I always suffer from allergy.']
[' 0-2 |  '],[' Male |  '],[' Condition: Stuffy Nose '],[' Overall rating 2.7 '],[],[]
[' 19-24 |  '],[' Female |  '],[' Condition: Sneezing '],[' Overall rating 4.7 '],[],"['I have chronic allergies and I found that Benadryl is the only over the counter medication that I can use that actually works. It stops my allergies and has me feeling better within a short period of time. The only problem I actually have with is is the fact that if I take more than two doses of it and go to sleep, some time during the night I will stop breathing for a few seconds and find myself waking up breathing heavily. This only happens when I take benadryl.']"
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],"['ANXIETY: This is the only medication I have found that actually stops anxiety and panic attacks, I have tried everything on earth and this stopped it completely. You will have to take small doses if you need to be awake like me, as I have a job and drive alot. I learned to take hald of a table and it makes me a bit sleep but atleast the anxiety is finally gone.']"
[' 55-64 |  '],[' Male |  '],[' Condition: Sensation of Spinning or Whirling '],[' Overall rating 2.3 '],[],"['Another one that never worked for vertigo, yet they still perscribe it.']"
[' 19-24 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 2.3 '],[],['I personally did not take this medication but my mother overdosed and died off of this medication. i would never use this drug!!']
[' 45-54 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 2.3 '],[],"['I used to get good results but now find myself so groggy and confused I can no longer use this product, unfortunately it appears to be the only treatment for my perfume allergies.']"
[' 65-74 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 4.3 '],[],"[""I've been taking one a night for at least a year. It definitely helps and I have experienced no side effects.""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 3.0 '],[],"[""I just started using benadryl to try and sleep. It wasn't very effective and it caused extreme nausea. I won't use it again.""]"
[' 19-24 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],"[""Makes me very sleepy within 30 minutes. I've noticed that I feel like I can't sleep without it so watch out for becoming dependant. I also use it for hives. ""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],"[""I am 54 years old and have had trouble sleeping most of my life. I lost my husband this year and really have trouble sleeping. But of all the things I've ever taken I feel safest with Beadryl""]"
[' 0-2 |  '],[' Female |  '],[' Condition: Stuffy Nose '],[' Overall rating 1.0 '],[],"[""gave to my 2 year old after the doctor said to for a cold and she begain studdering, off balance and tliting her head. it's 3 weeks later and she is still studdering.""]"
[' 19-24 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 2.7 '],[],"[""The medicine worked when I was a little girl with my sneezing, itching, and allergies but made me tired. Now I'm allergic to it, it makes me unconsious and unable to breathe. ""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Extrapyramidal Reaction '],[' Overall rating 5.0 '],"[""I have had to go to the ER several times to receive medication to calm my EPS. They would always give me some kind of pills and a shot or two. I finally asked what it was that they were giving me and if they would give me a script for it because the Cogentin I was taking just wasn't working enough. The Doctor told me it was Benadryl and a pain drug. I asked if I could use a pain med that I was already on and OTC Benadryl and what dosage. When I had my next BAD episode of EPS, I did as directed a"", 'nd I was amazed that 25 minutes later, my muscles were almost totally calm. This time no trip to the ER! To me Benadryl is a real miracle worker! ']",[]
[' 45-54 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],"[""I have not experienced any bad side effects. It has helped me sleep very sound, and I don't feel drowsy or irritable the next day.  I take 50 mg of the Benedryl sleep aid at night about 1 hr. before I go to bed.""]"
['  '],['   '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],['Is this drug absorbed by the liver and does its use affect the liver function?']
[' 19-24 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 1.0 '],[],"['allergic to a drug for allergy, cannot use this drug. ']"
[' 45-54 |  '],[' Female |  '],[' Condition: Itching '],[' Overall rating 4.7 '],[],"['I take this medication not only for iches, but also to go to sleep at night.  ']"
[' 19-24 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.0 '],[],['Each time i take this medication I have an out come better than before i took it. There have been times that my children have became ill and have gotten a rash or a cold and it has worked mericals for me. Thank you for Benadryal.!!!!!!!']
[' 55-64 |  '],[' Female |  '],[' Condition: Life Threatening Allergic Reaction '],[' Overall rating 2.3 '],[],['has made my stomach very upset after 10 days of use.']
[' 45-54 |  '],[' Male |  '],[' Condition: Hives '],[' Overall rating 4.0 '],[],['I use this for the hives it works very well.']
[' 45-54 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],[]
[' 45-54 |  '],[' Female |  '],[' Condition: Itching '],[' Overall rating 1.0 '],[],"['I was taking Benadryl for relief from Poison Ivy contact, but after a week, the rash seemed to spread, not diminish.  I developed a secondary rash from taking the Benadryl and ended up twice as miserable.  My MD concluded that I am allergic to diphenhydramine, the active ingredient in Benadryl. After 10 days of Prednisone (for the rashes) and Percocet (to sleep), I was able to resume my life.']"
[' 19-24 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 3.3 '],"[""I used this off and on for several years for insomnia. I will no longer use it for several reasons. 1) Tolerance develops so quickly, and I end up having to take 6 pills to get to sleep 2) Too many side effects have become noticeable, mainly intense itchiness, confusion, anxiety, concentration problems, etc. 3) I've learned it can cause long-term side effects. The risks and poorer quality of life that are involved with taking this medicine make it not worth it for me. I tried to go off it when I"", ' had been taking it for several weeks, and experienced withdrawal (mainly in the form of excess salivation). Hope I can maintain the willpower to not take it again! ']",[]
[' 65-74 |  '],[' Female |  '],[' Condition: Life Threatening Allergic Reaction '],[' Overall rating 1.0 '],[],['ended up inhospital with atrial fibrilation']
[' 45-54 |  '],[' Female |  '],[' Condition: Inflammation of the Nose due to an Allergy '],[' Overall rating 5.0 '],"[""I use Benadryl mainly for allergies but it also helps me greatly in helping me sleep at times.  I use it mainly for seasonal allergies and also if I have a reaction to meds which is usually itchie eyes and hives (as directed by my doctor of course) and it does the trick.  I'm glad that there is something I can take OTC as soon as I have a reaction to a med. I take it right away and than call my doctor.  Benadryl is the best OTC med there is in my opinion.  It covers a wide range of help for many"", ' causes of needing it.  I just love it and highly recommend anyone talking to their doctor about using the drug. ']",[]
[' 65-74 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 4.0 '],[],"[""My brain won't stop thinking so I can go to sleep.  This medication causes make me sleepy. It is much easier to fall asleep.""]"
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],"['Having sleeping difficulties due to menopause. I take one at bedtime and usually fall asleep within 15 minutes. If not, I take another and that always works.']"
[' 55-64 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],"[""I have been using Benadryl for 11 yrs., without any adverse SE.  It was recommended to my by an MD.  I go to sleep quickly (with in 30 min), sleep soundly w/o wierd dreams, and sleep a straight 8 hours.  I don't wake hung over like when taking tylenol pm or excedrin pm.  In my opinion this is the best most benign otc medication for chronic sleep disorder.""]"
[' Male |  '],['   '],[' Condition: Hives '],[' Overall rating 4.0 '],[],['I have a 70lb. dog with a rash.. dry skin and flakey. could I give my dog 25milg. of benadryl']
[' 35-44 |  '],[' Female |  '],[' Condition: Life Threatening Allergic Reaction '],[' Overall rating 5.0 '],[],"[""it has been very beneficial and even life-saving.I'm also glad that benadryl made the 'perfect-measure'. it allows me to keep the amount needed for my bee stings with me at all times during the time the bees sre out.I would definately reccommend ANY benadryl product!""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 3.0 '],[],"['Rapid heartbeat, nausea, confusion, tingling in right arm and hand, headache, shortness of breath']"
[' 35-44 |  '],[' Female |  '],[' Condition: Cough '],[' Overall rating 5.0 '],[],['1tab everyday makes my cough go away and its much cheaper than the leading brand']
[' 45-54 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 2.3 '],[],"[""The problem is that Bendadryl contains Alcohol which I can NOT have, as it could kill me, if the infection reaches my heart. I had to use the generic, waldryl which did NOT contain alcohol and worked VERY well. I ranked the Benadryl for its alcohol content. However, I've been dealing with Asthma issues, ever since the allergic reaction. ""]"
[' 55-64 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 3.7 '],[],"[""I've been using this ocassionally since I am afraid of becoming dependent. I didn't know that Tylenol PM is benadryl.  I've been told that older persons should not use benadryl.  I've taken Ambien which gave me frightening side-effects, so I don't know what to take to get a good nights rest.  Also I'm experiencing a terrible rash on my neck and chest. Has anyone else experienced this?""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 1.0 '],"['My 16 yr old son was given Benedryl by IV while hospitalized for familial pancreatitis.  Why, is still unclear to me.  Sleep aid or reduce his agitation. There are as yet, no formal findings by specialists yet but my son\'s vision, memory & neurological system are not working properly.  At times he will feel thickening in his throat, other times he feels ""weird"" and agitated - that\'s when his pupils are so dilated and he says his heart feels ""weird"".  He also experiences visual hallucinations dur', 'ing these ""weird"" episodes.  Over all, he does not enjoy how he feels anymore. So, while this report is not supported by the findings of a doctor; it has been 15 weeks and as the patients mom, I want to report this reaction. He exhibits most of the listed symptoms for acute anticholinergic syndrome which is a toxic reaction. ']",[]
[' 35-44 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 1.7 '],[],"['Until just recently I never had a problem with any diphenhydromine products but the last two times I have taken it, I have developed severe difficulty in breathing and heart racing along with restless legs.  I suppose I have become allergic.  Anyone else have this happen?  I went to the ER yesterday morning thinking I was having a heart attack, but checked out fine.  The only correlation in the two times this has happened is when I have taken a medication with Diphenhydromine.']"
[' 25-34 |  '],[' Male |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 3.3 '],[],"[' I started taking this medicine about 3 years ago to help me sleep,which it does do that but, I cannot sleep without it.So yes it can be habit forming. A couple side effects of long term use of this medicine in males is ED and bloody bowel movements. So people please be careful!']"
[' 25-34 |  '],[' Female |  '],[' Condition: Hives '],[' Overall rating 4.0 '],[],['took meds for treatment of an allergic reaction i had to other medication that caused me to break out in rash/hives. worked great in helping to reduce hives in less than 3 days. only side effect was a dizzy feeling sometimes. works great along with calamine and pramoxine lotion for the itching.']
['  '],['   '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 3.0 '],[],[]
[' 55-64 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],['I use a generic version of benadryl when I get anxious due to work related stress.Usually unrealistic due dates. The generic version works great in calming me .']
[' 19-24 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],"[""I work 12 hr. swing shifts (7am-7pm one week, 7pm-7am the next) and there are times, especially when switching cycles, that I can not sleep easily.  I like to take benadryl because it helps me to sleep, and I don't wake up feeling lethargic like I would on some other meds.  That is a very important thing to someone who operates dangerous machinery!""]"
[' 55-64 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 4.3 '],[],"['Although Benadryl was great at helping me sleep better,I started having horrendous nightmares which stopped when I quit the drug!']"
[' 55-64 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 4.7 '],[],"[""I prefer the Benadryl caps. and not the tylenol P.M.,which is the two combined. I use 50 mgm. as a sleep aid, and don't need the pain med.""]"
[' 65-74 |  '],[' Female |  '],[' Condition: Itching '],[' Overall rating 4.7 '],[],[]
[' 19-24 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 4.0 '],[],['I take this every day for my allergies.  It works great but it makes me fall asleep instantly after taking it and I feel drowsy and not myself the next day.']
['  '],['   '],[' Condition: Other '],[' Overall rating 2.3 '],[],['my husband is a 38year old male in a coma from long term use of this otc 18 months 8-10 pills a night of 25mml mini caps be careful when using this is addictive']
[' 55-64 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 3.3 '],[],['the efectiveness is low as long time n use of product.']
[' Female |  '],[' Caregiver '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],['Nothing like a hot bath and a Benadryl.']
[' 35-44 |  '],[' Female |  '],[' Condition: Allergic Conjunctivitis '],[' Overall rating 4.3 '],[],"['The one downside, is that you dont know you are experiencing allergies if you are knocked out! Makes you sleepy.']"
[' 25-34 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.7 '],[],"[""I use Benadryl for my hives,allergies that include itchy eyes,itchy nose, sneezing..ect. all those wonderful allergy symptoms. It works great!! I have been taking it for years. I don't have to worry about addictive side effect. If I don't take it I don't have any problems. I have tried other allergy meds. and Benadryl works the best for me.   ""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Chronic Trouble Sleeping '],[' Overall rating 5.0 '],[],['I work the night shift and have trouble sleeping in the daytime. Benedryl is the only thing that has helped me. I now get 7-8 hours of sleep a day.']
[' 55-64 |  '],[' Female |  '],[' Condition: Reaction due to an Allergy '],[' Overall rating 4.3 '],[],['i just started this medician. i realy cant say to much thing yet.']
