age,gender,condition,rating,review_long,review_short
[' 55-64 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 5.0 '],[],"['very effective at relieving pain and no side effects whatsoever, have never had a problem with stomach irritation.  have taken with or without food, absolutely no difference for me.']"
[' 25-34 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 2.3 '],[],"[""Better than M&M's, but ineffective for anything more serious than a paper cut.""]"
[' 65-74 |  '],[' Female |  '],[' Condition: Head Pain '],[' Overall rating 4.0 '],[],"['I take this for sinus headaches and/or general joint or muscle pain.  I only have to take one (1) tablet which is enough to help pain subside; If I have a bad headache, i take 2 together to knock out the headache and repeat 3 to 4 hours later to completely eliminate the pain.  I drink plenty of water when I take this....no stomach upset.']"
[' 13-18 |  '],[' Female |  '],[' Condition: Painful Periods '],[' Overall rating 4.0 '],[],"[""I like it but don't like that it is a blood thinner.""]"
[' 55-64 |  '],[' Male |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 2.7 '],[],"['It was suggested that I try Ibuprofen for low back and knee pain last year, and was told I could use the generic, over the counter form, in lieu of the prescription strengths, if needed. For flair-ups I was taking as many as 12 per day (far less than was recommended)with very little beneficial results. However, within 3 months I landed in the hospital with diverticulitis, for which Ibuprofen can be a major contributor. Be careful!']"
[' 75 or over |  '],[' Male |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.7 '],[],['Quite effective']
[' 75 or over |  '],[' Female |  '],[' Condition: Gout '],[' Overall rating 4.0 '],[],"['I have had good results with joint pain, etc.  My cardiologist does not recommend it for long term use']"
[' 75 or over |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 4.7 '],[],['I have enlarged prostrate with pain when urinate and when I do not urinate I take one 400MG pill all symptoms are gone for most of the day. The doctors say Motrin should not have any effect and if I take it regularly it would damage my kidneys. Has anyone had this experience using this treatment for BPH. It works for me Only worry is kidney damage']
[' 45-54 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 4.3 '],[],['I use this in place of my pain medicine. It helps make my days bearable; cuts down on taking pain medicine.']
[' 75 or over |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 1.0 '],[],"['Only used it once became very dizzy, even had a fall while walking']"
[' 55-64 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 2.3 '],[],['I take this drug for joint pain.']
[' 65-74 |  '],[' Male |  '],[' Condition: Painful Periods '],[' Overall rating 5.0 '],[],['i take it food in the evening from pain plantar fasciitis so i can sleep at night i take only during the day if the pain is to bad']
[' 45-54 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 1.3 '],"[""I HAVE BEEN USING IBUPROFEN FOR 37 YEARS NOW AND IT DOES NOT EVEN WORK ON ME TO TAKE THE PAIN AWAY AND IT HAS INFECTED ME WITH THE EYES AND STOMACH PAINS NOW. AND ALL OF THE OTHER SYSTOMS. BUT NOW I HAD NECK SURGERY AND NEED LOWER BACK SOON.AND THE DOC'S GIVE ME OTHER MED'S LIKE PERC'S BUT LOW MG'S AND NOW THEY ARE GIVEN ME VIC'S WITH THE LOWEST MG. WHICH DOES HELP BETTER THEN IBUPROFEN BUT NOT BY MUCH. I DO NOT LIKE TAKING MUCH OF PILL'S SO I ASKED MY DOC'S TO GIVE ME HIGHER DOSE SO I CAN TAKE "", ""LESS A DAY OR IF I DON'T NEED THAT MUCH OF A DOSE I WILL CUT THE PILL IN HALF. BUT IT'S A SHAME THAT I AM PUT IN THE SAME BASKET AS OTHER PEOPLE THAT I JUST MIGHT GET HOOKED.SO I DO NOT GET PAIN RELIEF TO HELP ME KEEP GOING AND GETTING THINGS DONE. CAUSE AT THE END OF THE DAY I HURT SO BAD AND WHEN I GET UP I HURT EVEN WORSE. I HAVE HIGH BLOOD PRESSURE AND THYROID PROBLEMS AND IT SAY'S IBUPROFEN WILL MAKE IT WORSE AND MAY CAUSE A STROKE OR HEART ATTACK THAT RUN'S THROUGH MY FAMILY AND THE DOCTORS KNOW THIS AND STILL WILL TRY TO GIVE IT TO ME INSTAND OF WHAT I NEED. IT IS A SHAME CAUSE DOC'S WILL THINK OF THEM SELFS INSTAND OF YOU CAUSE THERE SCARED OF GETTING SUED INSTAND OF YOUR HEALTH. THEY NEED NOT PUT EVERYONE IN THE SAME BASKET AND GET TO KNOW YOU FOR WHO YOU ARE. I BELIEVE MOST DOCTORS AND NURSES DO NOT HAVE GOOD COMMUNICATION SKILLS AND NO COMPASSION ANY MORE. IT'S ALL ABOUT THEM AND THE MONEY. SHAME,SHAME,SHAME ON THEM. I DO NOT TRUST THEM IN ANY SHAPE OR FORM.  ""]",[]
[' 13-18 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 4.3 '],[],['I used this when i got kicked on the head and it was swollen it took the pain away a little the swelling did go down after.']
[' 55-64 |  '],[' Female |  '],[' Condition: Migraine Headache '],[' Overall rating 2.0 '],[],"['I am experiencing a NEW allergy to taking ibuprofen,not sure why, but within 2 hours, I develop full blown head cold, sore throat, and asthma symptoms.  Scary.  will NOT take it any more, but not sure why it just came on, I am 61 yrs old, and never had this problem before.  ']"
[' 65-74 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 5.0 '],[],"['I take it for degenerative disc disease in my neck and back (I am 72), and ""severe"" (per MD) arthritis in my knee. With this med, I have NO pain and feel wonderful. I have been given vicodin for severe pain, but don\'t like the foggy feeling I get. I take the prescribed dose (800mg) of IBUB 2 times daily, but sometimes,I have to have a third, if I am overdoing it.']"
[' 65-74 |  '],[' Male |  '],[' Condition: Head Pain '],[' Overall rating 3.7 '],[],"['Taken for 10 days to treat sinus headache. e, Taken 10pm, effective pain killer. However, by 7am woke up with disturbing dreams, sleep apnea and very high blood pressure. Also noticeable lack of sex drive during those 10 days. Stopped Ibuprofen and immediately noticed that bad dreams and sleep apnea were gone, sex drive is back. ']"
[' 35-44 |  '],['  '],[' Condition: Pain '],[' Overall rating 1.0 '],[],['My tummy is killing me  ']
[' 75 or over |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.7 '],[],['Given Ibuprofen for shingles pain. Helped the pain but now the shingles has gone for the first time in my life have registered high blood pressure so will never take Ibuprofen  again. Hoping blood pressure will be lower when I see doctor tomorrow as it is two weeks since I took any.   I also found it annoying that I had to eat something when taking it.']
[' 75 or over |  '],[' Male |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.0 '],[],['NBack and back pain and spasms']
['  '],['   '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.3 '],[],[]
[' 65-74 |  '],[' Female |  '],[' Condition: Head Pain '],[' Overall rating 4.0 '],[],"['Advil was quite effective , and that is why I used it for such a long time, but beware there are dangerous side affect!  I now have kidney disease, which the doctor believes is related to my use of Advil. ']"
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],['I had back surgery so the nerves in my leg an feet really give me a lot of problems but with the nerve med. and the ibuprofen I can do my day to day chores. ']
[' 35-44 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 1.3 '],[],"[""I finally realized I am allergic to Ibuprofen. I didn't put it together for over a year. BUT it makes me sneeze like crazy, itchy eyes, throat, runny nose, and brings on mild asthma.   Just want other people to be aware so they are able to recognize this if it happens to them. It is absolutely possible and can become life threatening.""]"
[' 45-54 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 5.0 '],[],[]
[' 45-54 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.7 '],[],['Ibuprofen 800mg given after a root canal.  I suffered from swelling in my feet and ankles and edema and also VERY high blood pressure.  36 hours after I stopped taking it these symptoms resolved.  This is very alarming because neither the doctor or the pharmacist recognized my symptoms as being caused by the IBUPROFEN .. they both thought it was the antibiotics.']
[' 65-74 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 5.0 '],[],['I have found relief for my hi and back pain for the last 3 months but   I am concerned about taking it for a long period of time.']
[' 75 or over |  '],[' Male |  '],[' Condition: Gout '],[' Overall rating 5.0 '],"['I take Ibuprofen for my arthritis of the knee and Gout, in the amount of 6-800 mg a day, with exellent releif. One unusual good effect is, when I take it close to bed time, it totally releivs my difficulty with my longstanding BPH, [frequent urination, pain, dribling, etc..], lasting 7-8+ Hrs so I can sleep.I have no explanetion hwy Ibuprof. has this good effect when it is suppose to cause a bladder inflammation as one of rare side effect mentionned on this page.   The only problem is I cannot t', 'ake it for more than 2-3 days because it causes swelling of the feet and legs which can rase BP which I also have. So I take it 1-2 times a week.  Ibuprofen 800 mg is availaable only on prescription.      effect instead of ']",[]
[' 75 or over |  '],[' Male |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 3.7 '],[],['I think it has helped with the daily ache and pain. Does not seem to help much during night time sleeping. Also not sure about side effects.  ']
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],['I usually take 1 ibuprofen before going to be each night after consuming 1-2 glasses of wine.']
[' 45-54 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.3 '],[],"[""took 800 mgx3 due to fibromyalgia for over two yrs-now I have developed severe hearing loss in one ear--scared to take it anymore but I don't know what I will do for the pain. I hope this is a temporary loss of hearing.  ""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.0 '],"['Dr. prescribed Ibuprofen 800 to be taken before my endometrial biopsy. I did and then took it again 16 hours later for pain and 1 more time 12 hours after that. I have never had any allergic reaction to regular ibuprofen before but this was causing faintness, nausea, and the absolute worse red rash that has spread across my abdomen, breasts, back, inner thighs and neck. Dr. gave me antihistamines, does not think it is the drug caused the rash but I stopped taking it anyway. The dizziness, faintn', 'ess, and nausea have subsided but the rash is still on my abdomen and parts of my back and cartilage of one of my ears. It is so itchy! It worked for pain but NOT worth it for the side effects. I will not be taking it or the basic OTC ibuprofen again.']",[]
[' 65-74 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 2.0 '],[],['When I take advil it makes me sweat']
[' 19-24 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 3.7 '],[],"['I have a nerve pinched in socket of shoulder. So I have pain at joint, radiating numbess to middle finger. Ibuprofen usually works, I was prescribed 800MG 3 times daily. Occasionally the pain exceeds the strength of the meds. I went in for a CAT scan the other day on throat and from a small IV recieved a bruise 4 inches long, and 1 inch wide. I am also expierencing nausea pretty much full time. I have no other options though, due to my career.']"
[' 45-54 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 3.7 '],[],['sore back around kendiys']
[' 65-74 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 1.7 '],[],['Used after operation for broken arm.  Pretty useless to relieve pain.  Prescribed by doctor.']
[' 55-64 |  '],[' Male |  '],[' Condition: Other '],[' Overall rating 4.3 '],"[""A little background: I'm type II diabetic, have had five (5) knee surgeries and three (3) myocardial infarctions (heat attacks), so Ibuprofen is not recommended for me. My internist refuses to let me take it, however after consulting with both of my cardiologist's and my electro physiologist-cardiologist, they have agreed to let me  take 200 mg three days a week (Mon, Wed & Fri) to allow me to ride my bicycle, which is necessary to keep my weight down. I wear a compression/'knee warmer' on my le"", 'ft knee which helps, but still need the ibuprofen to be able to ride in excess of 45 minutes. I wear a heart rate monitor and check my blood pressure while riding too. My heart doctors feel my risk is minimal and I think the risk is acceptable to be able to do what I love. As stated, the Ibuprofen, even just 200mg, works wonders for me. I am extremely satisfied with the effectiveness of the 200 mg dose of Ibuprofen.']",[]
[' 35-44 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.7 '],[],['The ibuprofen can only remedy so much especially with the inflammation.  It is hard when it wears off about 4 hours later because the pain comes back even more intense.  The pain that I am treating is bulging discs.  I do not know what else to do because the hardcore pain medicine cannot be used at work since it causes sleepiness.']
[' 25-34 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 4.0 '],[],['Very effective  Not as good as the 800 mg but overall good on common head and body pain']
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.3 '],[],['I was wondering how many ibuprofens in one day is safe and if it could cause a type of thrush in the area of gums  ']
[' 65-74 |  '],[' Male |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.3 '],[],['I have soreness in my knees from arthritis and this alleviates the pain by taking one a day  ']
[' Male |  '],[' Patient '],[' Condition: Pain '],[' Overall rating 3.7 '],[],['Take 200mg before bed to relieve muscle and joint pain.Seems to help.']
[' 55-64 |  '],[' Male |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 3.7 '],[],['constipation']
[' 45-54 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.3 '],[],[]
[' 45-54 |  '],['  '],[' Condition: Joint Inflammatory Disease in Children and Young Adults '],[' Overall rating 5.0 '],[],['Always prevent GI problems before they happen by taking IBP with food.']
[' 55-64 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 3.7 '],[],['Excellent back pain relief. Sore stomach even taken with food.']
[' 55-64 |  '],[' Male |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 4.3 '],[],[]
[' 65-74 |  '],[' Male |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 5.0 '],"[""Sore muscles and joints, feeling ten years older than I am (67). When this happens I take ibuprophen, 200mg 3x per day for 5 days. No more pain, feel ten years younger. Have been doing this once or twice a year for 16 years. Asperin works for me too, no apparent side effects for either at this dosage and length of time used. Only thing I've noticed is some constipation. Ibuprophen now comes in 400mg form, I take it twice a day. I came to this site to see if there might be more subtle side-effect"", 's I was missing. So far, have not noticed any.']",[]
[' 65-74 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 1.7 '],[],"['I took 2 200 mg once a day for two days andbeganto have bleeding under my skin causing huge bruises all over.  I bled from my nose as well. Ialso became very anxious and easily annoyed. I am also on Pradaxa, so after noticing these symptoms, looked up side effects of Ibuprofren, and fit the description, so decoded to stop taking it.  I came to the conclusion that the two drugs together were probably not good.']"
[' 45-54 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 1.0 '],[],[]
[' 45-54 |  '],[' Female |  '],[' Condition: Migraine Headache '],[' Overall rating 1.7 '],"['My Dr switched me from fiorinal with codiene (which took my severe migraines away every single time) to 600 mg of Ibuprophen (he said studies show it works just as well as fiorinal with codiene) well not only did it do NOTHING to ease my migraine- it also caused me bad pain in my stomache like a burning. So I had a bad migraine AND a stomache ache that lasted hours! Ibuprophen does NOT work for  my over pain level 5 headaches- my migraines are level 7-9. why are we allowed to suffer? this is not', ' the middle ages. Now I take nothing and miss out on life due to severe pain.']",[]
[' 65-74 |  '],[' Male |  '],[' Condition: Painful Periods '],[' Overall rating 5.0 '],[],"['relieves pain for back, muscles and throat']"
[' 35-44 |  '],[' Female |  '],[' Condition: Painful Periods '],[' Overall rating 3.0 '],[],['painful periods']
[' 45-54 |  '],[' Female |  '],[' Condition: Gout '],[' Overall rating 4.3 '],[],['Edema has increased in my legs due to sodium in the Ibuprophen.  The md has stated it has sodium in iy. is this correct?']
[' 55-64 |  '],[' Male |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 3.0 '],[],[]
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.3 '],[],['Easy to take and takes care of the pain for my tennis elbow.  I like the 800mg better.']
[' 75 or over |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 1.0 '],[],"['as i am alergic to many drugs, and take none, except my throid pill, ibuprofen is the correct pain killer for me. However, as my body is not accustomed to medication even 200 mg puts me to sleep, or makes me very tired.']"
[' 75 or over |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 5.0 '],[],['I have a swollen arm.    Why did doctor in emergency perscribe this drug ??????????????????????????????????????']
[' 65-74 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 3.7 '],[],['diagnosed with phlebitis on the inside of my right leg..over a varicose vein. Prescribed 4oomgs three times a day.']
[' 45-54 |  '],[' Male |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 4.0 '],[],[]
[' 45-54 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 2.7 '],[],"[""l'm taking it to help the pain along with narcotics for pain due to 7 herniated discs""]"
[' 45-54 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 4.3 '],[],"[""I've had a nagging stiff neck for a day or so. I took 300 mg and 20 mins it was feeling better. I am advised by my Dr. how much to take so I listen to her. It is a blessing on meny ackes and pains I get.""]"
[' 35-44 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 5.0 '],[],[]
[' 45-54 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 2.7 '],[],[]
[' 45-54 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 5.0 '],[],"[""Ibuprofen has been a God-send to me and my knees. Motrin or Ibuprofen relieved my pain whereas narcotics did not. Now I take it for my back and knees and don't know what I would do without it.""]"
[' 55-64 |  '],[' Female |  '],[' Condition: Gout '],[' Overall rating 2.7 '],[],['this drug is not as affective as it is said to be. I have take it for gout and it does not help.']
[' 35-44 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 2.3 '],[],"[""this med stincks, doesn't help the pain at all""]"
[' 75 or over |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.3 '],[],"['Have to take Prevacid before taking iboprufen to prevent stomach problem.  I have arthritis, but I think I have a pulled muscle.']"
[' 19-24 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 2.3 '],[],"[""Took about 400 mg without effect and after the required time passing upped to 600 and eventually to 800 and my pain wasn't eased in the slightest. ""]"
[' 65-74 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.0 '],[],"[""after years of taking advil with good pain relief, I ended up with a serious esophogas displasia, a duodenal ulcer and had to quit it completely. I just did'nt think that would happen to me, but now I am on tylenol.""]"
[' 75 or over |  '],['  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 2.0 '],[],[]
[' 35-44 |  '],[' Female |  '],[' Condition: Painful Periods '],[' Overall rating 3.3 '],[],"['Ibuprofen works well for the pain but I have a hard time relaxin and I cant sleep when I take it, weird! ']"
[' 65-74 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 4.0 '],[],['Helps me sleep at night']
[' 75 or over |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 3.7 '],[],['can this drug contribute to yeast infection?']
[' 55-64 |  '],[' Female |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 5.0 '],[],['I have been taking meloxcam and aleve with little satifaction.  I went away for a family vacation and I able to move better with less discomfort.']
[' 75 or over |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 5.0 '],[],['My mother is taking it now and she gets a upset stomach after. I am myself taking it now for a bone spur.  I took it after my double knee replacement and it saved my life.']
[' 25-34 |  '],[' Male |  '],[' Condition: Head Pain '],[' Overall rating 5.0 '],[],['I prefer this over any other pain reliever out there. No side effects that would leave me impaired. Helps me get through my late night working hours.']
[' 75 or over |  '],['  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 5.0 '],[],"['I take 800 mg twice daily and it works miracles--however, I have begun to lose my hair and wonder if alopecia could be a side effect??']"
[' 55-64 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 1.7 '],[],"['Just puts me to sleep,wake up still in ""Pain""']"
[' 65-74 |  '],[' Male |  '],[' Condition: Gout '],[' Overall rating 4.3 '],[],[]
[' 65-74 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.0 '],[],"['I have developed an extreme allergic reaction to this drug after having taken it for years. Itching, swelling and swollen face to name a few. Anyone else have this reaction? Seems odd to me I have no other allergies.']"
[' 55-64 |  '],[' Female |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 4.3 '],[],[]
[' 25-34 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 4.7 '],[],['The medication doesnt give me any disorented sideaffects ']
[' 35-44 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 4.3 '],[],['helps me get thour the day without being sleepy. like other pain meds.']
[' 65-74 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 1.7 '],[],['I have been on a regimine of Ibuprofin 600mg 3 times a day for 2 months.  I have ringing in my ears so bad that when I move my head it gets stronger. I am taking it for muscle pain and am finding that It is increasing the pain in my forearms.  I quit.']
[' 75 or over |  '],[' Female |  '],[' Condition: Painful Periods '],[' Overall rating 4.0 '],[],"['I use this medication for muscle pain,fibromyalgia, mild headaches.   I am on NO prescription medications.']"
[' 45-54 |  '],[' Male |  '],[' Condition: Painful Periods '],[' Overall rating 2.7 '],[],['This Drug may interfer with my corent sezure medication. Since taking this drug my sezures have become more frequent.']
[' 55-64 |  '],[' Female |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 5.0 '],[],['I am bleeding from somewhere. It shows in my urine  I have porphyria']
[' 13-18 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 2.0 '],[],['taken 5 600mg tablets']
[' 55-64 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.0 '],[],['upset stomach']
[' 65-74 |  '],['  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 3.3 '],[],['I like the pill because it does work for me.']
[' 25-34 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 4.0 '],[],"[""it works very well at times for my back pain. However there are times, when it doesn't help. I think it depends on how long i let the pain persist as to it's effectiveness. Overall I give it a thumbs up!""]"
[' 65-74 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.7 '],[],"['I take 600 mg in the AM and 400 mg in the PM. works well, except that after 1-1/2 weeks, mild stomch pain resulted.']"
[' 75 or over |  '],[' Male |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 4.7 '],[],['very good med.']
[' 45-54 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 1.0 '],[],['this med is a joke Dr said it want hurt my liver and i have something wrong with mine i will sue the maker of  ibuprofen oral it makes me sick i have upper mid-back pain .it does not work on my pain  and makes me sick toe the point that makes  me upset i wasted my time going toe the doctor and my money .']
[' 55-64 |  '],[' Female |  '],[' Condition: Other '],[' Overall rating 2.7 '],[],[]
[' 45-54 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 2.3 '],[],"[""This formulation tends to not work when taking two 400mg tablets with the 'IP 464' insignia on it.  I feel this may have been a cheap attempt to save money, and some very important ingredients are NOT in this particular formulation of the tablet form (IBUPROFEN 400MG).""]"
[' 25-34 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 1.0 '],[],[]
[' 55-64 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.0 '],[],['works for a while but does not stop pain. I have bad back. plus stiffness and disease']
[' 75 or over |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 2.3 '],[],[]
[' 55-64 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 4.0 '],[],[]
[' 65-74 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 5.0 '],[],[]
[' 75 or over |  '],[' Male |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 4.0 '],[],[]
[' 65-74 |  '],[' Female |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 1.7 '],[],['I am broke out in a rash all over my body.']
[' 55-64 |  '],[' Female |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 3.3 '],[],['It is helping to cope up with my daily routine.  But I need help in figuring our how much is my daily intake should be.']
[' 55-64 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 4.0 '],[],['Helps arthritis when used with heat cold applicaions ']
[' 65-74 |  '],[' Female |  '],[' Condition: Joint Damage causing Pain and Loss of Function '],[' Overall rating 3.7 '],[],"['I have many different aches and pains. i do not  see a doctor. I  know it does work for me, because when I do not take it, the pain is much worse. i took extra strength bufferin for many years, but started having bad nose bleeds, so i stopped.  i take 2 -200milligrams 3 to 4 times a day. lately I have noticed what seems like noise, banging in my ears, similar, but worse than ear rinnging so I have tried to take only  3 doses a day.']"
[' 45-54 |  '],[' Female |  '],[' Condition: Pain '],[' Overall rating 3.0 '],[],"['Had back surgery, took 1200mg daily, now I have problems with my liver. Anyone one else?']"
[' 75 or over |  '],[' Female |  '],[' Condition: Rheumatoid Arthritis '],[' Overall rating 5.0 '],[],['Iimproved greatly and no side effets']
[' 55-64 |  '],[' Male |  '],[' Condition: Pain '],[' Overall rating 3.3 '],[],"[""I was satisfied with the pain reduction , but I've come to find out that every time I took Ibuprofen for a matter of even a few days, I get hair loss. I would like to know if anyone else experienced this problem""]"
